world,complete_max_regret,open_max_regret,aggregate_max_regret,complete_mean_regret,open_mean_regret,aggregate_mean_regret
6218,0.07433267358940143,0.07433267358940143,3.58431276974364,0.004723203023970596,0.009853593006927378,1.163936676511635
6219,0.09265694478335562,0.07828917413788472,3.1745768581487255,0.007906027164290947,0.0034691470555139187,1.3411567646134521
6220,0.0,0.12895715763627513,4.546727976915851,0.0,0.005373214901511464,1.395165427346608
6221,0.036006133687818354,0.19388540400866217,4.225810633453932,0.0018193781960596696,0.013221824334385188,1.4447503377348436
6222,0.0,0.28319636397081727,7.509015048052376,0.0,0.011799848498784052,1.6370867265989215
6223,0.0,0.0,3.3443103784277506,0.0,0.0,1.1659776677920863
6224,0.014444084938056045,0.9664834471045108,4.689186458000225,0.0006018368724190019,0.043465093613470764,1.3475304493688955
6225,0.0,0.954708602366031,3.0973874930504026,0.0,0.0653755591977158,1.3703339433212456
6226,0.027682719855949722,0.0,3.212114460736797,0.0011534466606645717,0.0,1.3824971234492647
6227,0.03062577337899297,0.03062577337899297,3.092126575060047,0.0012760738907913738,0.0012760738907913738,1.2699008793981736
6228,0.07789074445885724,0.0,3.272961378616659,0.0032454476857857184,0.0,1.462242514756799
6229,0.0,0.3667781619917877,3.7535920146911073,0.0,0.01533587035487026,1.6131333399586758
6230,0.0,0.0,3.6903727999446776,0.0,0.0,1.4987173722585567
6231,0.06327221146688755,0.04241004664632819,3.6952501838627034,0.004403427421383989,0.0017670852769303413,1.6353976705546796
6232,0.047708355165038574,0.3190686035738983,3.9606663511131384,0.0030025222783490366,0.01329452514891243,1.4586003631217814
6233,0.014501671725250631,0.0002778196469532812,4.076625671483997,0.000604236321885443,1.1575818623053383e-05,1.2285165051263647
6234,0.08487959247754845,0.18878596741812725,4.631873937425558,0.004020170681370429,0.012842364709902106,1.2794042950078202
6235,0.01576842886898544,0.3331672982642705,4.789474354972699,0.00065701786954106,0.018314925609661456,1.5676588919113008
6236,0.0,0.023211860411523233,2.9978032627511335,0.0,0.0009671608504801347,1.446397871237225
6237,0.06213914901897721,0.08902220772880809,3.702421592575953,0.0025896256789397477,0.006298389864491054,1.3262759194460407
6238,0.010483204581001493,0.2780267384726194,5.005782345488388,0.0004368001908750622,0.014287761154187775,1.4915922889513886
6239,0.0303037655324756,0.0303037655324756,3.9639117069885037,0.0012626568971864833,0.0012626568971864833,1.5019565946884335
6240,0.0,0.8557991221883687,4.0703586650830434,0.0,0.0356582967578487,1.389069466134808
6241,0.0,0.04556653116386111,2.243576816491345,0.0,0.0018986054651608797,0.9694910608051327
6242,0.07420466166861583,0.12451849963017769,3.6854205796595725,0.003091860902858993,0.008280131720783063,1.3537719011127478
6243,0.045762827177951104,0.5665416357881479,3.2052462297285205,0.0019067844657479627,0.03384684846699595,1.3644201783000078
6244,0.02675528130310023,0.02675528130310023,3.0779487337187197,0.0011148033876291763,0.0011148033876291763,1.496192660758177
6245,0.10318866339762334,0.07334160739470263,3.6593569164716477,0.0051454034801328525,0.00814895934510533,1.314832371167393
6246,0.008305970810235541,0.008305970810235541,3.281857842155929,0.00034608211709314757,0.00034608211709314757,1.387219185653574
6247,0.0,0.7555143684666668,3.5136026528883937,0.0,0.03147976535277778,1.3974543906775694
